title,author,pages,SalesRank,ASIN,tags,year
Eat The Buddha: Life And Death In A Tibetan Town,Barbara Demick,352,934057,0812998758,staff picks;nonfiction;eye-opening reads;tales from around the world;for history lovers,2020
Echo Mountain,Lauren Wolk,368,87645,0525555560,historical fiction;kids’ books;family matters;seriously great writing;the states we’re in,2020
Efrén Divided,Ernesto Cisneros,272,945937,006288168X,kids’ books;family matters;identity & culture;the states we’re in;eye-opening reads,2020
Elatsoe,"Darcie Little Badger, illustrated by Rovina Cai",368,368101,1646140052,"sci fi, fantasy & speculative fiction;identity & culture;young adult;the states we’re in;family matters",2020
Empire Of Wild: A Novel,Cherie Dimaline,320,1237709,0062975943,"realistic fiction;book club ideas;tales from around the world;the dark side;sci fi, fantasy & speculative fiction",2020
Even As We Breathe: A Novel,Annette Saunooke Clapsaddle,240,782344,1950564061,staff picks;historical fiction;realistic fiction;young adult;book club ideas;eye-opening reads;family matters;identity & culture;the states we’re in,2020
Every Reason We Shouldn't,Sara Fujimura,336,2390838,1250204070,young adult;family matters;for sports lovers;love & romance;identity & culture;realistic fiction,2020
Everybody Counts: A Counting Story From 0 To 7.5 Billion,"Kristin Roskifte, translated by Siân Mackie",64,319930,071124524X,kids’ books;funny stuff,2020
Everything Man: The Form And Function Of Paul Robeson,Shana L. Redmond,208,647049,1478006617,for history lovers;for music lovers;identity & culture;nonfiction;rather short;staff picks;biography & memoir,2020
Everything Sad Is Untrue: (A True Story),Daniel Nayeri,368,14289,1646140001,staff picks;the states we’re in;funny stuff;identity & culture;kids’ books,2020
Falastin: A Cookbook,Sami Tamimi and Tara Wigley,352,27628,0399581731,staff picks;cookbooks & food;identity & culture;tales from around the world,2020
"Family In Six Tones: A Refugee Mother, An American Daughter",Lan Cao and Harlan Margaret Van Cao,320,655894,1984878166,biography & memoir;book club ideas;eye-opening reads;family matters;identity & culture;nonfiction,2020
Fantastic Four: Grand Design,Tom Scioli,120,1153139,1302917692,"comics & graphic novels;it’s all geek to me;sci fi, fantasy & speculative fiction;for art lovers;rather short",2020
Father Of Lions: One Man's Remarkable Quest To Save Mosul's Zoo,Louise Callaghan,400,1910019,1250248949,staff picks;nonfiction;biography & memoir;tales from around the world;eye-opening reads;family matters,2020
Fauja Singh Keeps Going: The True Story Of The Oldest Person To Ever Run A Marathon,"Simran Jeet Singh, illustrated by Baljinder Kaur",48,71951,0525555099,nonfiction;kids’ books;family matters;for sports lovers;tales from around the world,2020
Finna: Poems,Nate Marshall,128,315245,0593132459,"identity & culture;short stories, essays & poetry;family matters;the states we’re in",2020
Flamer,Mike Curato,368,42051,1250756146,young adult;comics & graphic novels;identity & culture,2020
Flyaway,Kathleen Jennings,176,1327137,1250260493,"rather short;seriously great writing;book club ideas;sci fi, fantasy & speculative fiction;tales from around the world;the dark side;family matters",2020
Followers: A Novel,Megan Angelo,416,1104266,1525809962,"staff picks;realistic fiction;the dark side;identity & culture;book club ideas;eye-opening reads;sci fi, fantasy & speculative fiction",2020
Foreign Bodies: Poems,Kimiko Hahn,128,3635209,1324005211,"staff picks;short stories, essays & poetry",2020
Foul Is Fair: A Novel,Hannah Capin,336,1262933,1250239540,young adult;seriously great writing;mysteries & thrillers;the dark side,2020
Funny Weather: Art In An Emergency,Olivia Laing,368,442655,132400570X,"nonfiction;short stories, essays & poetry;for art lovers;seriously great writing;the dark side",2020
Gabrielle Chanel: Fashion Manifesto,Miren Arzalluz,304,1123604,0500023468,nonfiction;biography & memoir;for art lovers;for history lovers;staff picks,2020
Ghost Squad,Claribel A. Ortega,256,1440609,1338280120,"kids’ books;sci fi, fantasy & speculative fiction;family matters",2020
Ghosting The News: Local Journalism And The Crisis Of American Democracy,Margaret Sullivan,105,140514,1733623787,staff picks;nonfiction;eye-opening reads;the states we’re in;the dark side;rather short,2020
Girl Gone Viral: A Novel,Alisha Rai,400,2562018,0062878131,staff picks;let’s talk about sex;love & romance;realistic fiction,2020
Glass Town: The Imaginary World Of The Brontës,Isabel Greenberg,224,402322,1419732684,comics & graphic novels;seriously great writing;book club ideas;family matters;for history lovers,2020
Glitter Up the Dark: How Pop Music Broke The Binary,Sasha Geffen,264,666045,147731878X,staff picks;nonfiction;for music lovers;identity & culture,2020
Go With The Flow,Lily Williams and Karen Schneemann,336,69631,1250143179,comics & graphic novels;kids’ books;eye-opening reads,2020
God-Level Knowledge Darts: Life Lessons From The Bronx,Desus & Mero,224,191781,0525512330,staff picks;nonfiction;funny stuff;no biz like show biz,2020
Godshot: A Novel,Chelsea Bieker,336,1111123,1948226480,realistic fiction;book club ideas;family matters;identity & culture;seriously great writing;the dark side,2020
Hamnet,Maggie O'Farrell,320,43315,0525657606,staff picks;historical fiction;book club ideas;family matters;seriously great writing,2020
Hanging Tree Guitars,"Freeman Vines with Zoe van Buren, photography by Timothy Duffy",162,1964340,0578624036,staff picks;nonfiction;the states we’re in;biography & memoir;for art lovers;identity & culture;rather short;for music lovers,2020
Harrow The Ninth,Tamsyn Muir,512,101307,1250313228,"sci fi, fantasy & speculative fiction;the dark side;rather long",2020
Having And Being Had,Eula Biss,336,1269770,0525537457,"staff picks;nonfiction;short stories, essays & poetry;book club ideas;seriously great writing",2020
Headliners: An Enemies-To-Lovers Romance,Lucy Parker,400,3831027,1335215999,staff picks;let’s talk about sex;love & romance;no biz like show biz;tales from around the world;realistic fiction,2020
Heart Of Junk: A Novel,Luke Geddes,256,1696419,1982106662,staff picks;realistic fiction;funny stuff;the states we’re in;it’s all geek to me,2020
Hearts Of Oak,Eddie Robson,272,2690892,1250260531,"sci fi, fantasy & speculative fiction;funny stuff",2020
Hench,Natalie Zina Walschots,416,773709,0062978578,"sci fi, fantasy & speculative fiction;funny stuff;it’s all geek to me;the dark side",2020
"Here For It: Or, How To Save Your Soul In America",R. Eric Thomas,288,836243,0525621032,"staff picks;nonfiction;funny stuff;biography & memoir;identity & culture;short stories, essays & poetry;book club ideas",2020
Here We Are: A Novel,Graham Swift,208,1479070,052565805X,realistic fiction;seriously great writing;book club ideas;rather short;no biz like show biz;tales from around the world,2020
Hidden Valley Road: Inside The Mind Of An American Family,Robert Kolker,400,68394,038554376X,staff picks;nonfiction;eye-opening reads;science!;biography & memoir;family matters;book club ideas,2020
High As The Waters Rise: A Novel,"Anja Kampmann, translated by Anne Posten",320,3454930,1948226529,realistic fiction;love & romance;seriously great writing;tales from around the world,2020
"His Very Best: Jimmy Carter, A Life",Jonathan Alter,800,233663,1501125486,nonfiction;biography & memoir;eye-opening reads;for history lovers;the states we’re in;rather long,2020
"Hoax: Donald Trump, Fox News, And The Dangerous Distortion Of Truth",Brian Stelter,368,319578,1982142448,nonfiction;eye-opening reads;staff picks;the states we’re in;no biz like show biz,2020
Homeland Elegies: A Novel,Ayad Akhtar,,,,realistic fiction;book club ideas;eye-opening reads;family matters;identity & culture;the states we’re in,2020
Homie: Poems,Danez Smith,96,174007,1644450100,"identity & culture;short stories, essays & poetry",2020
Honeybee: The Busy Life Of Apis Mellifera,"Candace Fleming, illustrated by Eric Rohmann",40,61191,0823442853,nonfiction;kids’ books;science!;eye-opening reads;for art lovers,2020
Hood Criatura,féi hernandez,96,2215502,1951979087,"staff picks;short stories, essays & poetry;identity & culture",2020
Hood Feminism: Notes From The Women That A Movement Forgot,Mikki Kendall,288,208284,0525560548,"nonfiction;book club ideas;eye-opening reads;identity & culture;short stories, essays & poetry",2020
How Much Of These Hills Is Gold: A Novel,C Pam Zhang,288,1013971,0525537201,staff picks;historical fiction;book club ideas;family matters;identity & culture;seriously great writing;the states we’re in,2020
How To Carry Water: Selected Poems Of Lucille Clifton,"Lucille Clifton, Aracelis Girmay (editor)",278,1761488,1950774147,"short stories, essays & poetry;family matters;identity & culture;seriously great writing",2020
How To Wash The Dishes,Peter Miller,128,383986,161180762X,staff picks;rather short;it’s all geek to me;cookbooks & food;eye-opening reads,2020
I Am Every Good Thing,"Derrick Barnes, illlustrated by Gordon C. James",32,17090,0525518770,staff picks;kids’ books;identity & culture;family matters;for art lovers,2020
I Don't Want To Die Poor: Essays,Michael Arceneaux,256,265819,1982129301,"nonfiction;short stories, essays & poetry;biography & memoir;funny stuff;identity & culture;family matters",2020
I Got A Monster: The Rise And Fall Of America's Most Corrupt Police Squad,Baynard Woods and Brandon Soderberg,320,1637393,1250221803,staff picks;nonfiction;eye-opening reads;the dark side;the states we’re in,2020
I Hold A Wolf By The Ears: Stories,Laura van den Berg,224,1685505,0374102090,"seriously great writing;the dark side;short stories, essays & poetry;sci fi, fantasy & speculative fiction",2020
I Talk Like A River,"Jordan Scott, illustrated by Sydney Smith",40,122241,0823445593,kids’ books;eye-opening reads;family matters;seriously great writing;for art lovers,2020
I Want You to Know We're Still Here: A Post-Holocaust Memoir,Esther Safran Foer,240,416203,0525575987,staff picks;biography & memoir;book club ideas;family matters;for history lovers;identity & culture;nonfiction;tales from around the world,2020
I Will Take The Answer: Essays,Ander Monson,224,1215358,1644450119,"short stories, essays & poetry;eye-opening reads;seriously great writing",2020
If I Had Your Face: A Novel,Frances Cha,288,1296426,0593129466,staff picks;tales from around the world;identity & culture;realistic fiction;book club ideas,2020
Ikenga,Nnedi Okorafor,240,2097150,0593113527,"staff picks;sci fi, fantasy & speculative fiction;kids’ books;family matters;identity & culture;tales from around the world",2020
In Bibi's Kitchen: The Recipes And Stories Of Grandmothers From The Eight African Countries That Touch The Indian Ocean,Hawa Hassan with Julia Turshen,288,50708,1984856731,family matters;cookbooks & food;tales from around the world;staff picks,2020
Interior Chinatown: A Novel,Charles Yu,288,73223,0307907198,staff picks;funny stuff;identity & culture;book club ideas;no biz like show biz;realistic fiction;seriously great writing,2020
Intimations: Six Essays,Zadie Smith,112,75592,059329761X,"nonfiction;identity & culture;short stories, essays & poetry;book club ideas;the states we’re in",2020
Inventing Latinos: A New Story Of American Racism,Laura E. Gómez,336,332502,1595589171,staff picks;nonfiction;identity & culture;the states we’re in;for history lovers,2020
Jack: A Novel,Marilynne Robinson,320,446326,0374279306,realistic fiction;book club ideas;identity & culture;love & romance;seriously great writing;the states we’re in;staff picks;historical fiction,2020
Just Us: An American Conversation,Claudia Rankine,352,1262981,1644450216,"staff picks;the states we’re in;nonfiction;eye-opening reads;identity & culture;book club ideas;short stories, essays & poetry;seriously great writing",2020
Kent State: Four Dead In Ohio,Derf Backderf,288,122937,1419734849,nonfiction;the dark side;for history lovers;the states we’re in;comics & graphic novels,2020
"Kim Jiyoung, Born 1982: A Novel","Cho Nam-Joo, translated by Jamie Chang",176,772603,1631496700,book club ideas;family matters;identity & culture;realistic fiction;tales from around the world;rather short,2020
King And The Dragonflies,Kacen Callender,272,316401,1338129333,young adult;identity & culture;family matters;seriously great writing,2020
Lakewood: A Novel,Megan Giddings,288,1448026,0062913190,"sci fi, fantasy & speculative fiction;mysteries & thrillers;book club ideas;family matters;science!;seriously great writing;the dark side;the states we’re in",2020
Larger Than Life: A History Of Boy Bands From NKOTB To BTS,Maria Sherman,224,1311576,0762468912,staff picks;nonfiction;for music lovers;no biz like show biz;funny stuff;tales from around the world,2020
Later: My Life At The Edge Of The World,Paul Lisicky,240,969780,164445016X,seriously great writing;the states we’re in;identity & culture;biography & memoir;nonfiction;let’s talk about sex,2020
Leave The World Behind: A Novel,Rumaan Alam,256,124959,0062667637,staff picks;mysteries & thrillers;realistic fiction;book club ideas;seriously great writing;the states we’re in;identity & culture,2020
Legendary Children: The First Decade Of RuPaul’s Drag Race And The Last Century Of Queer Life,Tom Fitzgerald and Lorenzo Marquez,288,844506,0143134620,nonfiction;eye-opening reads;identity & culture;it’s all geek to me;no biz like show biz;for history lovers;staff picks,2020
Life Of A Klansman: A Family History In White Supremacy,Edward Ball,416,2031264,0374186324,staff picks;identity & culture;eye-opening reads;for history lovers;nonfiction;family matters;the states we’re in,2020
Lifting As We Climb: Black Women's Battle For The Ballot Box,Evette Dionne,176,1385825,0451481542,staff picks;nonfiction;kids’ books;for history lovers;the states we’re in;biography & memoir;identity & culture,2020
Like A Bird,Fariha Róisín,288,2365807,1951213092,staff picks;identity & culture;family matters;realistic fiction,2020
Little Eyes: A Novel,Samanta Schweblin,256,1214754,0525541365,"sci fi, fantasy & speculative fiction;seriously great writing;the dark side",2020
Loathe At First Sight: A Novel,Suzanne Park,368,2021203,0062990691,love & romance;it’s all geek to me;funny stuff;identity & culture;realistic fiction,2020
Long Bright River: A Novel,Liz Moore,496,100263,0525540679,realistic fiction;mysteries & thrillers;family matters;the dark side;rather long;staff picks;the states we’re in,2020
Looking To Get Lost: Adventures In Music And Writing,Peter Guralnick,576,418076,0316412627,for history lovers;for music lovers;nonfiction;rather long;staff picks;biography & memoir,2020
Love Child's Hotbed Of Occasional Poetry: Poems & Artifacts,Nikky Finney,264,1293681,0810142015,"identity & culture;short stories, essays & poetry;eye-opening reads;for history lovers;the states we’re in",2020
Luster: A Novel,Raven Leilani,240,105710,0374194327,realistic fiction;love & romance;let’s talk about sex;seriously great writing;staff picks;identity & culture,2020
MS-13: The Making Of America's Most Notorious Gang,Steven Dudley,352,1407603,1335005544,nonfiction;the dark side;eye-opening reads;the states we’re in,2020
"Mad, Bad & Dangerous To Know",Samira Ahmed,336,3829037,1616959894,young adult;for art lovers;identity & culture,2020
Magnetized: Conversations With A Serial Killer,"Carlos Busqued, translated by Samuel Rutter",192,3397295,1948226685,nonfiction;the dark side;tales from around the world;biography & memoir;rather short,2020
Mary And The Trail Of Tears: A Cherokee Removal Survival Story,"Andrea L. Rogers, illustrated by Matt Forsyth",102,99447,1496592166,kids’ books;historical fiction;the states we’re in;family matters;identity & culture,2020
"Me And White Supremacy: Combat Racism, Change The World, And Become A Good Ancestor",Layla F. Saad,256,114070,1728209803,nonfiction;book club ideas;identity & culture;staff picks;eye-opening reads;the states we’re in,2020
Members Only,Sameer Pandya,368,615061,035837992X,staff picks;realistic fiction;identity & culture;book club ideas,2020
Memorial Drive: A Daughter's Memoir,Natasha Trethewey,224,783795,006224857X,nonfiction;biography & memoir;identity & culture;family matters;seriously great writing;book club ideas,2020
Memorial: A Novel,Bryan Washington,320,190478,0593087275,staff picks;realistic fiction;book club ideas;family matters;love & romance;seriously great writing,2020
Mexican Gothic,Silvia Moreno-Garcia,320,38679,0525620788,"staff picks;mysteries & thrillers;identity & culture;sci fi, fantasy & speculative fiction;seriously great writing;book club ideas;the dark side",2020
Midnight At The Barclay Hotel,"Fleur Bradley, illustrated by Xavier Bonet",320,438748,0593202902,staff picks;kids’ books;mysteries & thrillers;the dark side,2020
Minor Feelings: An Asian American Reckoning,Cathy Park Hong,224,99326,1984820362,staff picks;nonfiction;biography & memoir;identity & culture;the states we’re in,2020
Miss Iceland,Auður Ava Ólafsdóttir,256,1102301,0802149235,historical fiction;realistic fiction;book club ideas;identity & culture,2020
Missionaries: A Novel,Phil Klay,416,639670,1984880659,staff picks;book club ideas;realistic fiction;tales from around the world;the dark side,2020
Moms,"Yeong-shin Ma, translated by Janet Hong",372,811112,177046400X,staff picks;comics & graphic novels;family matters;identity & culture;let’s talk about sex;tales from around the world,2020
Monogamy: A Novel,Sue Miller,352,8860957,0063048922,staff picks;seriously great writing;realistic fiction;family matters;book club ideas;love & romance,2020
Moonflower Murders: A Novel,Anthony Horowitz,608,137921,0062955454,realistic fiction;mysteries & thrillers;staff picks;tales from around the world;rather long,2020
Mosquito Supper Club: Cajun Recipes From A Disappearing Bayou,Melissa M. Martin,368,46016,1579658474,staff picks;cookbooks & food;the states we’re in,2020
Music For The Dead And Resurrected: Poems,Valzhyna Mort,112,1734387,0374252068,"short stories, essays & poetry;identity & culture;seriously great writing;for history lovers;tales from around the world",2020
Mutations: The Many Strange Faces Of Hardcore Punk,Sam McPheeters,312,1157169,1947856987,nonfiction;biography & memoir;for music lovers;seriously great writing,2020
My Autobiography Of Carson McCullers: A Memoir,Jenn Shapland,266,1031006,1947793284,staff picks;nonfiction;biography & memoir;identity & culture;love & romance;for history lovers;book club ideas,2020
My Best Friend,"Julie Fogliano, illustrated by Jillian Tamaki",32,134415,1534427228,kids’ books;funny stuff,2020
My Town: An Artist’s Life In London,David Gentleman,288,1547261,1846149754,staff picks;tales from around the world;for art lovers,2020
Neon Girls: A Stripper's Education In Protest And Power,Jennifer Worley,272,1390521,0062971328,biography & memoir;eye-opening reads;identity & culture;let’s talk about sex;nonfiction,2020
Network Effect: A Murderbot Novel,Martha Wells,352,8986,1250229863,"staff picks;sci fi, fantasy & speculative fiction;family matters;funny stuff",2020
New Waves: A Novel,Kevin Nguyen,320,1695330,1984855239,staff picks;realistic fiction;book club ideas;identity & culture;it’s all geek to me;the states we’re in,2020
New World Sourdough: Artisan Techniques For Creative Homemade Fermented Breads,Bryan Ford,160,36302,1631598708,staff picks;cookbooks & food,2020
Night Letters: Gulbuddin Hekmatyar And The Afghan Islamists Who Changed The World,Chris Sands with Fazelminallah Qazizai,528,3312840,178738196X,staff picks;nonfiction;for history lovers;rather long;tales from around the world;the dark side,2020
No Filter: The Inside Story Of Instagram,Sarah Frier,352,588818,1982126809,nonfiction;identity & culture;it’s all geek to me;rather long;staff picks,2020
No Rules Rules: Netflix And The Culture Of Reinvention,Reed Hastings and Erin Meyer,320,11802,1984877860,no biz like show biz;nonfiction;staff picks,2020
Notes From An Apocalypse: A Personal Journey To The End Of The World And Back,Mark O'Connell,272,2324573,038554300X,"nonfiction;biography & memoir;short stories, essays & poetry;eye-opening reads;seriously great writing;the dark side",2020
"Notes On A Case Of Melancholia: Or, A Little Death",Nicholas Gurewitch,48,269729,1506715389,comics & graphic novels;the dark side;funny stuff;for art lovers;rather short,2020
Notes On A Silencing: A Memoir,Lacy Crawford,400,792639,0316491551,staff picks;nonfiction;biography & memoir;book club ideas;eye-opening reads,2020
Obit,Victoria Chang,120,165952,1556595743,"short stories, essays & poetry;eye-opening reads;family matters;the dark side",2020
Once I Was You: A Memoir Of Love And Hate In A Torn America,Maria Hinojosa,352,1174294,1982128658,staff picks;nonfiction;biography & memoir;book club ideas;eye-opening reads;identity & culture;the states we’re in,2020
One Life,Megan Rapinoe and Emma Brockes,240,338395,1984881167,staff picks;biography & memoir;for sports lovers;identity & culture;nonfiction,2020
One Night Two Souls Went Walking,Ellen Cooney,216,847417,1566895979,realistic fiction;book club ideas;seriously great writing,2020
One To Watch: A Novel,Kate Stayman-London,432,573792,0525510443,staff picks;realistic fiction;no biz like show biz;identity & culture;love & romance,2020
Ottolenghi Flavor: A Cookbook,Yotam Ottolenghi and Ixta Belfrage,320,16245,0399581758,cookbooks & food,2020
Outside In,"Deborah Underwood, illustrated by Cindy Derby",40,7319,1328866823,kids’ books;science!;eye-opening reads,2020
Overstated: A Coast-to-Coast Roast Of The 50 States,Colin Quinn,256,565530,1250268443,"staff picks;for history lovers;funny stuff;identity & culture;the states we’re in;short stories, essays & poetry",2020
Owls Of The Eastern Ice: A Quest To Find And Save The World's Largest Owl,Jonathan C. Slaght,368,579988,0374228485,nonfiction;eye-opening reads;science!;seriously great writing;tales from around the world;it’s all geek to me,2020
Party Of Two,Jasmine Guillory,352,157143,0593100824,staff picks;identity & culture;let’s talk about sex;love & romance;the states we’re in;realistic fiction,2020
Perestroika In Paris: A Novel,Jane Smiley,288,979390,052552035X,"sci fi, fantasy & speculative fiction;family matters;tales from around the world",2020
Pie Academy: Master The Perfect Crust And 255 Amazing Fillings,Ken Haedrich,480,110473,163586111X,cookbooks & food;it’s all geek to me,2020
Piranesi,Susanna Clarke,272,27159,163557563X,"staff picks;sci fi, fantasy & speculative fiction;mysteries & thrillers;book club ideas;seriously great writing",2020
Pizza Girl: A Novel,Jean Kyoung Frazier,208,107527,038554572X,staff picks;funny stuff;rather short;realistic fiction,2020
Planet Omar: Accidental Trouble Magnet,"Zanib Mian, illustrated by Nasaya Mafaridik",224,206773,059310921X,kids’ books;funny stuff;identity & culture;tales from around the world,2020
Political Sign (Object Lessons),Tobias Carroll,192,709791,1501358103,nonfiction;the states we’re in;for history lovers;rather short;it’s all geek to me;for art lovers,2020
Postcolonial Love Poem,Natalie Diaz,80,60561,1644450143,"short stories, essays & poetry;family matters;identity & culture;love & romance;seriously great writing;the states we’re in;nonfiction",2020
Prairie Lotus,Linda Sue Park,272,318088,132878150X,kids’ books;historical fiction;family matters;identity & culture;the states we’re in,2020
Processed Cheese: A Novel,Stephen Wright,400,1965015,0316043370,"sci fi, fantasy & speculative fiction;funny stuff;seriously great writing;the dark side;the states we’re in",2020
Quick & Delicious: 100 Recipes To Cook In 30 Minutes Or Less,Gordon Ramsay,256,10192,1538719339,cookbooks & food,2020
Race Against Time: A Reporter Reopens The Unsolved Murder Cases Of The Civil Rights Era,Jerry Mitchell,432,754309,1451645139,staff picks;nonfiction;biography & memoir;for history lovers;identity & culture;the states we’re in,2020
Race For Profit: How Banks And The Real Estate Industry Undermined Black Homeownership,Keeanga-Yamahtta Taylor,368,1096541,1469653664,nonfiction;eye-opening reads;for history lovers;the states we’re in;staff picks,2020
Raybearer,Jordan Ifueko,368,630815,1419739824,"staff picks;sci fi, fantasy & speculative fiction;family matters;young adult",2020
Real Life: A Novel,Brandon Taylor,336,1279526,0525538887,realistic fiction;book club ideas;identity & culture;staff picks,2020
Recipe For Persuasion: A Novel,Sonali Dev,448,388989,0062839071,staff picks;identity & culture;love & romance;realistic fiction;rather long,2020
Red Pill: A Novel,Hari Kunzru,304,319207,0451493710,realistic fiction;seriously great writing;tales from around the world;the dark side,2020
Remembrance,Rita Woods,416,2118130,1250298458,"for history lovers;book club ideas;identity & culture;family matters;sci fi, fantasy & speculative fiction",2020
Ring Shout,P. Djèlí Clark,192,17427,1250767024,"staff picks;sci fi, fantasy & speculative fiction;identity & culture;the dark side;book club ideas;rather short",2020
Riot Baby,Tochi Onyebuchi,176,550286,1250214750,"sci fi, fantasy & speculative fiction;book club ideas;family matters;identity & culture;the dark side;the states we’re in;rather short",2020
Roadside Americans: The Rise And Fall Of Hitchhiking In A Changing Nation,Jack Reid,264,2339626,1469655004,staff picks;nonfiction;the states we’re in;for history lovers;it’s all geek to me,2020
Rodham: A Novel,Curtis Sittenfeld,432,550861,0399590919,staff picks;realistic fiction;the states we’re in;book club ideas,2020
Run Me To Earth,Paul Yoon,272,836716,1501154044,historical fiction;seriously great writing;family matters;book club ideas;tales from around the world,2020
Runaway: New Poems,Jorie Graham,96,1560899,0063036703,"short stories, essays & poetry;family matters;seriously great writing;the states we’re in;the dark side",2020
Rural Voices: 15 Authors Challenge Assumptions About Small-Town America,Nora Shalaway Carpenter,336,2334353,1536212105,"young adult;identity & culture;the states we’re in;short stories, essays & poetry",2020
Rust Belt Femme,Raechel Anne Jolie,150,2366663,1948742632,nonfiction;biography & memoir;identity & culture;for music lovers;rather short,2020
Rust: A Memoir Of Steel And Grit,Eliese Goldbach,320,196537,1250239400,staff picks;nonfiction;biography & memoir;book club ideas;eye-opening reads;the states we’re in,2020
Scorpionfish,Natalie Bakopoulos,,,,staff picks;realistic fiction;tales from around the world,2020
See You On Sunday: A Cookbook For Family And Friends,Sam Sifton,384,93800,1400069920,cookbooks & food;family matters,2020
Seeing The Body,Rachel Eliza Griffiths,144,2278861,1324005661,"short stories, essays & poetry;family matters;seriously great writing;nonfiction",2020
Sex And Vanity: A Novel,Kevin Kwan,336,309760,0385546270,staff picks;realistic fiction;love & romance;identity & culture;family matters,2020
"Sexual Citizens: A Landmark Study Of Sex, Power, And Assault On Campus",Jennifer S. Hirsch and Shamus Khan,432,775319,1324001704,staff picks;nonfiction;the states we’re in;let’s talk about sex;eye-opening reads,2020
Shiner: A Novel,Amy Jo Burns,272,977492,0525533648,realistic fiction;book club ideas;identity & culture;family matters;the states we’re in;seriously great writing,2020
"Shit, Actually: The Definitive, 100% Objective Guide To Modern Cinema",Lindy West,272,819445,0316449822,"staff picks;funny stuff;it’s all geek to me;no biz like show biz;short stories, essays & poetry",2020
Show Me A Sign,Ann Clare LeZotte,288,409026,1338255819,kids’ books;family matters;for history lovers;identity & culture;science!;the states we’re in;eye-opening reads,2020
Shuggie Bain: A Novel,Douglas Stuart,448,216618,0802148042,staff picks;book club ideas;identity & culture;realistic fiction;family matters;seriously great writing;tales from around the world,2020
Simply: Easy Everyday Dishes,Sabrina Ghayour,240,415084,1784727032,cookbooks & food,2020
Sisters In Hate: American Women On The Front Lines Of White Nationalism,Seyward Darby,320,1097369,0316487775,staff picks;nonfiction;biography & memoir;identity & culture;the states we’re in;eye-opening reads;book club ideas;the dark side,2020
Sisters Of The War: Two Remarkable True Stories Of Survival And Hope In Syria,Rania Abouzeid,288,2037502,1338551124,staff picks;young adult;kids’ books;nonfiction;tales from around the world;family matters,2020
Sisters: A Novel,Daisy Johnson,224,1642130,0593188950,staff picks;mysteries & thrillers;family matters;seriously great writing;the dark side;tales from around the world,2020
Slippery Creatures,KJ Charles,262,82979,1912688166,staff picks;mysteries & thrillers;historical fiction;love & romance;let’s talk about sex,2020
Snail Crossing,Corey R. Tabor,40,103063,006287800X,kids’ books;funny stuff,2020
Snapped,Alexa Martin,352,957420,0593102509,staff picks;realistic fiction;for sports lovers;identity & culture;love & romance;let’s talk about sex;the states we’re in,2020
So We Can Glow: Stories,Leesa Cross-Smith,256,2653757,1538715333,"staff picks;realistic fiction;short stories, essays & poetry;family matters;identity & culture;let’s talk about sex;the states we’re in",2020
Solutions And Other Problems,Allie Brosh,528,78733,1982156945,staff picks;biography & memoir;comics & graphic novels;funny stuff;rather long;nonfiction;family matters,2020
Something That May Shock And Discredit You,Daniel M. Lavery,256,1111937,1982105224,"staff picks;nonfiction;biography & memoir;short stories, essays & poetry;book club ideas;funny stuff;identity & culture;seriously great writing",2020
Something To Talk About,Meryl Wilsner,336,82669,0593102525,funny stuff;let’s talk about sex;love & romance;no biz like show biz;realistic fiction,2020
Sports Is Hell,Ben Passmore,60,5587406,1927668751,comics & graphic novels;eye-opening reads;the states we’re in;identity & culture;for sports lovers;the dark side;rather short,2020
"Stamped: Racism, Antiracism, And You",Jason Reynolds and Ibram X. Kendi,320,30348,0316453692,staff picks;young adult;the states we’re in;eye-opening reads;for history lovers;identity & culture;nonfiction,2020
Such A Fun Age,Kiley Reid,320,169692,052554190X,realistic fiction;book club ideas;family matters;identity & culture;staff picks,2020
Summer: A Novel,Ali Smith,400,1580075,1101870796,realistic fiction;family matters;for art lovers;tales from around the world,2020
Super Fake Love Song,David Yoon,368,2405035,1984812238,staff picks;young adult;for music lovers;it’s all geek to me;love & romance,2020
Survivor Song: A Novel,Paul Tremblay,320,563643,0062679163,"mysteries & thrillers;sci fi, fantasy & speculative fiction;the dark side",2020
Swimming In The Dark: A Novel,Tomasz Jedrowski,208,622855,006289000X,staff picks;historical fiction;book club ideas;for history lovers;identity & culture;tales from around the world;love & romance;rather short,2020
"Take A Hint, Dani Brown: A Novel",Talia Hibbert,400,101101,0062941232,staff picks;realistic fiction;let’s talk about sex;love & romance;tales from around the world;for sports lovers,2020
Temporary,Hilary Leichter,208,328075,1566895669,book club ideas;funny stuff;rather short,2020
Ten Ways To Hear Snow,"Cathy Camper, illustrated by Kenard Pak",32,67200,0399186336,staff picks;kids’ books;family matters;eye-opening reads,2020
Tender Is The Flesh,"Agustina Bazterrica, translated by Sarah Moses",240,1346,1982150920,"sci fi, fantasy & speculative fiction;tales from around the world;the dark side",2020
The Age Of Phillis,Honorée Fanonne Jeffers,232,1524965,0819579491,"nonfiction;biography & memoir;short stories, essays & poetry;for history lovers;identity & culture;the states we’re in",2020
The Apple Lover's Cookbook: Revised And Updated,Amy Traverso,336,812730,0393540707,staff picks;cookbooks & food,2020
The Autobiography Of Alice B. Toklas Illustrated,"Gertrude Stein, illustrated by Maira Kalman",320,117990,1594204608,biography & memoir;nonfiction;for art lovers;for history lovers;tales from around the world;identity & culture,2020
